Original Order,'ICD-9-CM CODE','SURGERY FLAG','ICD-9-CM CODE DESCRIPTION',System,Reop/Revision,REVIS,POSTOP,,HCUP SURGERY FLAGS 1=BROAD 2=NARROW
1395,'5122','2',(TOTAL) CHOLECYSTECTOMY (Begin 1991),Gastrointestinal,0,,,,
1396,'5123','2',LAPAROSCOPIC CHOLECYSTEC (Begin 1991),Gastrointestinal,0,,,,
1397,'5124','2',LAPAROSCOP PART CHOLE (Begin 1996),Gastrointestinal,0,,,,
1398,'5131','2',GBTOHEPAT DUCT ANAST,Gastrointestinal,0,,,,
1399,'5132','2',GBTOINTESTINE ANASTOM,Gastrointestinal,0,,,,
1400,'5133','2',GBTOPANCREAS ANASTOM,Gastrointestinal,0,,,,
1401,'5134','2',GBTOSTOMACH ANASTOMOS,Gastrointestinal,0,,,,
1402,'5135','2',GALLBLADDER ANASTOM NEC,Gastrointestinal,0,,,,
1403,'5136','2',CHOLEDOCHOENTEROSTOMY,Gastrointestinal,0,,,,
1404,'5137','2',HEPATIC DUCTGI ANASTOM,Gastrointestinal,0,,,,
1405,'5139','2',BILE DUCT ANASTOMOS NEC,Gastrointestinal,0,,,,
1406,'5141','2',CDE FOR CALCULUS REMOV,Gastrointestinal,0,,,,
1407,'5142','2',CDE FOR OBSTRUCTION NEC,Gastrointestinal,0,,,,
1408,'5143','2',CHOLEDOCHOHEPAT INTUBAT,Gastrointestinal,0,,,,
1409,'5149','2',INCIS OBSTR BILE DUC NEC,Gastrointestinal,0,,,,
1410,'5151','2',COMMON DUCT EXPLORATION,Gastrointestinal,0,,,,
1411,'5159','2',BILE DUCT INCISION NEC,Gastrointestinal,0,,,,
1412,'5161','2',EXCIS CYST DUCT REMNANT,Gastrointestinal,0,,,,
1413,'5162','2',EXCIS AMPULLA OF VATER,Gastrointestinal,0,,,,
1414,'5163','2',COMMON DUCT EXCIS NEC,Gastrointestinal,0,,,,
1415,'5164','1',ENDOSC DESTRU BILE LES (Begin 1989),Gastrointestinal,0,,,,
1416,'5169','2',BILE DUCT EXCISION NEC,Gastrointestinal,0,,,,
1417,'5171','2',SIMPLE SUTCOMMON DUCT,Gastrointestinal,0,,,,
1418,'5172','2',CHOLEDOCHOPLASTY,Gastrointestinal,0,,,,
1419,'5179','2',BILE DUCT REPAIR NEC,Gastrointestinal,0,,,,
1420,'5181','2',SPHINCTER OF ODDI DILAT,Gastrointestinal,0,,,,
1421,'5182','2',PANCREAT SPHINCTEROTOM,Gastrointestinal,0,,,,
1422,'5183','2',PANCREAT SPHINCTEROPLAS,Gastrointestinal,0,,,,
1423,'5184','1',ENDOSC DILATION AMPULLA (Begin 1989),Gastrointestinal,0,,,,
1424,'5185','1',ENDOSC SPHINCTEROTOMY (Begin 1989),Gastrointestinal,0,,,,
1425,'5186','1',ENDOSC INSER NASOBIL TUB (Begin 1989),Gastrointestinal,0,,,,
1426,'5187','1',ENDOSC INSER STENT BILE (Begin 1989),Gastrointestinal,0,,,,
1427,'5188','1',ENDOSC REMOVE BILE STONE (Begin 1989),Gastrointestinal,0,,,,
1428,'5189','2',SPHINCT OF ODDI OP NEC,Gastrointestinal,0,,,,
1429,'5191','2',REPAIR GB LACERATION,Gastrointestinal,0,,,,
1430,'5192','2',CLOSURE CHOLECYSTOSTOMY,Gastrointestinal,0,,,,
1431,'5193','2',CLOS BILIARY FISTUL NEC,Gastrointestinal,0,,,,
1432,'5194','2',REVIS BILE TRACT ANASTOM,Gastrointestinal,1,1,,,
1433,'5195','2',REMOVE BILE DUCT PROSTH,Gastrointestinal,0,,,,
1434,'5196','1',PERC EXTRAC COM DUC CALC,Gastrointestinal,0,,,,
1435,'5197','1',ERCP BILIARY TRACTSE (Begin 1986),Gastrointestinal,0,,,,
1436,'5198','1',OTHER PERCUTANEOUS PROCEDURES ON BILIARY TRACT,Gastrointestinal,0,,,,
1437,'5199','2',BILIARY TRACT OP NEC,Gastrointestinal,0,,,,
1438,'5201','2',CATH DRAINPANCREAT CYST,Gastrointestinal,0,,,,
1439,'5209','2',PANCREATOTOMY NEC,Gastrointestinal,0,,,,
1440,'5212','1',OPEN PANCREATIC BIOPSY,Gastrointestinal,0,,,,
1441,'5219','1',PANCREATIC DX PROC NEC,Gastrointestinal,0,,,,
1442,'5221','1',ENDOSC DESTR PANCREA LES (Begin 1989),Gastrointestinal,0,,,,
1443,'5222','2',OTHER DESTRU PANCREA LES (Begin 1989),Gastrointestinal,0,,,,
1444,'523 ','2',PANCREAT CYST MARSUPIALI,Gastrointestinal,0,,,,
1445,'524 ','2',INT DRAIN PANCREAT CYST,Gastrointestinal,0,,,,
1446,'5251','2',PROXIMAL PANCREATECTOMY,Gastrointestinal,0,,,,
1447,'5252','2',DISTAL PANCREATECTOMY,Gastrointestinal,0,,,,
1448,'5253','2',RAD SUBTOT PANCREATECTOM,Gastrointestinal,0,,,,
1449,'5259','2',PARTIAL PANCREATECT NEC,Gastrointestinal,0,,,,
1450,'526 ','2',TOTAL PANCREATECTOMY,Gastrointestinal,0,,,,
1451,'527 ','2',RAD PANCREATICODUODENECT,Gastrointestinal,0,,,,
1452,'5280','2',PANCREAT TRANSPLANT NOS,Gastrointestinal,0,,,,
1453,'5281','2',REIMPLANT PANCREATIC TIS,Gastrointestinal,0,,,,
1454,'5282','2',PANCREATIC HOMOTRANSPLAN,Gastrointestinal,0,,,,
1455,'5283','2',PANCREATIC HETEROTRANSPL,Gastrointestinal,0,,,,
1456,'5292','2',(OTH) CANNULAT PANCRE DUC (Begin 1980),Gastrointestinal,0,,,,
1457,'5293','1',ENDOSC INSER PANC STENT (Begin 1989),Gastrointestinal,0,,,,
1458,'5294','1',ENDOSC REMOVE PANC STONE (Begin 1989),Gastrointestinal,0,,,,
1459,'5295','2',PANCREATIC REPAIR NEC,Gastrointestinal,0,,,,
1460,'5296','2',PANCREATIC ANASTOMOSIS,Gastrointestinal,0,,,,
1461,'5297','1',ENDOSC INSER NASOPAN TUB (Begin 1989),Gastrointestinal,0,,,,
1462,'5298','1',ENDOSC DIL PANCREAT DUCT (Begin 1989),Gastrointestinal,0,,,,
1463,'5299','2',PANCREATIC OPERATION NEC (Begin 1989),Gastrointestinal,0,,,,
1464,'5300','2',UNILAT ING HERN REP NOS,Gastrointestinal,0,,,,
1465,'5301','2',REPAIR DIRECT ING HERNIA,Gastrointestinal,0,,,,
1466,'5302','2',REPAIR INDIR ING HERNIA,Gastrointestinal,0,,,,
1467,'5303','2',DIR ING HERNIA REPGRAFT,Gastrointestinal,0,,,,
1468,'5304','2',IND ING HERNIA REPGRAFT,Gastrointestinal,0,,,,
1469,'5305','2',ING HERNIA REPGRAFT NOS,Gastrointestinal,0,,,,
1470,'5310','2',BILAT ING HERNIA REP NOS,Gastrointestinal,0,,,,
1471,'5311','2',BILAT DIR ING HERN REP,Gastrointestinal,0,,,,
1472,'5312','2',BILAT IND ING HERN REP,Gastrointestinal,0,,,,
1473,'5313','2',BIL DIR/IND ING HRN REP,Gastrointestinal,0,,,,
1474,'5314','2',BIL DIR ING HRN REPGRFT,Gastrointestinal,0,,,,
1475,'5315','2',BIL IND ING HRN REPGRFT,Gastrointestinal,0,,,,
1476,'5316','2',BIL DIR/IND ING HERNPRO,Gastrointestinal,0,,,,
1477,'5317','2',BIL ING HRN REPGRFT NOS,Gastrointestinal,0,,,,
1478,'5321','2',UNIL FEMOR HRN REPGRFT,Gastrointestinal,0,,,,
1479,'5329','2',UNIL FEMOR HERN REP NEC,Gastrointestinal,0,,,,
1480,'5331','2',BIL FEM HERN REPAIRGRFT,Gastrointestinal,0,,,,
1481,'5339','2',BIL FEM HERN REPAIR NEC,Gastrointestinal,0,,,,
1482,'5341','2',UMBIL HERNIA REPAIRGRFT,Gastrointestinal,0,,,,
1483,'5342','2',LAP UMBIL HERNIA-GRAFT (begin 2008),Gastrointestinal,0,,,,
1484,'5343','2',LAP UMBILICAL HERNIA NEC (begin 2008),Gastrointestinal,0,,,,
1485,'5349','2',UMBIL HERNIA REPAIR NEC,Gastrointestinal,0,,,,
1486,'5351','2',INCISIONAL HERNIA REPAIR,Gastrointestinal,0,,,,
1487,'5359','2',ABD WALL HERN REPAIR NEC,Gastrointestinal,0,,,,
1488,'5361','2',INCIS HERNIA REPAIRGRFT,Gastrointestinal,0,,,,
1489,'5362','2',LAP INCIS HERN REPR-GRFT (begin 2008),Gastrointestinal,0,,,,
1490,'5363','2',LAP HERN ANT ABD-GFT NEC (begin 2008),Gastrointestinal,0,,,,
1491,'5369','2',ABD HERN REPAIRGRFT NEC,Gastrointestinal,0,,,,
1492,'537 ','2',ABD REPAIRDIAPHR HERNIA (end 2008),Gastrointestinal,0,,,,
1493,'5371','2',LAP ABD REP-DIAPHR HERN (begin 2008),Gastrointestinal,0,,,,
1494,'5372','2',OPN ABD DIAPHRM HERN NEC (begin 2008),Gastrointestinal,0,,,,
1495,'5375','2',ABD REP-DIAPHR HERN NOS (begin 2008),Gastrointestinal,0,,,,
1496,'5380','2',THOR REPDIAPH HERN NOS,Gastrointestinal,0,,,,
1497,'5381','2',DIAPHRAGMATIC PLICATION,Gastrointestinal,0,,,,
1498,'5382','2',PARASTERN HERNIA REPAIR,Gastrointestinal,0,,,,
1499,'5383','2',LAP THORC APP-DIAPH HERN (begin 2008),Gastrointestinal,0,,,,
1500,'5384','2',OPN THORC DIAPH HERN NEC (begin 2008),Gastrointestinal,0,,,,
1501,'539 ','2',OTHER HERNIA REPAIR,Gastrointestinal,0,,,,
1502,'540 ','2',ABDOMINAL WALL INCISION,Gastrointestinal,0,,,,
1503,'5411','2',EXPLORATORY LAPAROTOMY,Gastrointestinal,0,,,,
1504,'5412','2',REOPEN RECENT LAP SITE,Gastrointestinal,0,,,,
1505,'5419','2',LAPAROTOMY NEC,Gastrointestinal,0,,,,
1506,'5421','1',LAPAROSCOPY,Gastrointestinal,0,,,,
1507,'5422','1',ABDOMINAL WALL BIOPSY,Gastrointestinal,0,,,,
1508,'5423','1',PERITONEAL BIOPSY,Gastrointestinal,0,,,,
1509,'5429','1',ABD REGION DX PROC NEC,Gastrointestinal,0,,,,
1510,'543 ','2',DESTRUCT ABD WALL LESION,Gastrointestinal,0,,,,
1511,'544 ','2',DESTRUCT PERITONEAL TISS,Gastrointestinal,0,,,,
1512,'5451','2',LAPSC LYSIS ABD ADHES (Begin 1996),Gastrointestinal,0,,,,
1513,'5459','2',OTH LYSIS ABD ADHES (Begin 1996),Gastrointestinal,0,,,,
1514,'5461','2',RECLOSE POST OP DISRUPT,Gastrointestinal,0,,,,
1515,'5462','2',DELAYED CLOS ABD WOUND,Gastrointestinal,0,,,,
1516,'5463','2',ABD WALL SUTURE NEC,Gastrointestinal,0,,,,
1517,'5464','2',PERITONEAL SUTURE,Gastrointestinal,0,,,,
1518,'5471','2',REPAIR OF GASTROSCHISIS,Gastrointestinal,0,,,,
1519,'5472','2',ABDOMEN WALL REPAIR NEC,Gastrointestinal,0,,,,
1520,'5473','2',PERITONEAL REPAIR NEC,Gastrointestinal,0,,,,
1521,'5474','2',OMENTAL REPAIR NEC,Gastrointestinal,0,,,,
1522,'5475','2',MESENTERIC REPAIR NEC,Gastrointestinal,0,,,,
1523,'5492','2',REMOVE FB FROM PERITON,Gastrointestinal,0,,,,
1524,'5493','2',CREATE CUTANPERITON FIST,Gastrointestinal,0,,,,
1525,'5494','2',CREAT PERITONEOVAS SHUNT,Gastrointestinal,0,,,,
1526,'5495','2',PERITONEAL INCISION,Genitourinary,0,,,,
1527,'5501','2',NEPHROTOMY,Genitourinary,0,,,,
1528,'5502','2',NEPHROSTOMY,Genitourinary,0,,,,
1529,'5503','2',PERCU NEPHROSTM W/O FRAG (Begin 1986),Genitourinary,0,,,,
1530,'5504','2',PERCU NEPHROSTMY W FRAG (Begin 1986),Genitourinary,0,,,,
1531,'5511','2',PYELOTOMY,Genitourinary,0,,,,
1532,'5512','2',PYELOSTOMY,Genitourinary,0,,,,
1533,'5524','1',OPEN RENAL BIOPSY,Genitourinary,0,,,,
1534,'5529','1',RENAL DIAGNOST PROC NEC,Genitourinary,0,,,,
1535,'5531','2',RENAL LES MARSUPIALIZAT,Genitourinary,0,,,,
1536,'5532','2',OPN ABLTN RENAL LES/TISS (Begin 2006),Genitourinary,0,,,,
1537,'5533','2',PERC ABLTN RENL LES/TISS (Begin 2006),Genitourinary,0,,,,
1538,'5534','2',LAP ABLTN RENAL LES/TISS (Begin 2006),Genitourinary,0,,,,
1539,'5535','2',ABLTN RENAL LES/TISS NEC (Begin 2006),Genitourinary,0,,,,
1540,'5539','2',LOC DESTR RENAL LES NEC,Genitourinary,0,,,,
1541,'554 ','2',PARTIAL NEPHRECTOMY,Genitourinary,0,,,,
1542,'5551','2',NEPHROURETERECTOMY,Genitourinary,0,,,,
1543,'5552','2',SOLITARY KIDNEY NEPHRECT,Genitourinary,0,,,,
1544,'5553','2',REJECTED KIDNEY NEPHRECT,Genitourinary,0,,,,
1545,'5554','2',BILATERAL NEPHRECTOMY,Genitourinary,0,,,,
1546,'5561','2',RENAL AUTOTRANSPLANT,Genitourinary,0,,,,
1547,'5569','2',KIDNEY TRANSPLANT NEC,Genitourinary,0,,,,
1548,'557 ','2',NEPHROPEXY,Genitourinary,0,,,,
1549,'5581','2',SUTURE KIDNEY LACERATION,Genitourinary,0,,,,
1550,'5582','2',CLOSE NEPHROST & PYELOST,Genitourinary,0,,,,
1551,'5583','2',CLOSE RENAL FISTULA NEC,Genitourinary,0,,,,
1552,'5584','2',REDUCE RENAL PEDICL TORS,Genitourinary,0,,,,
1553,'5585','2',SYMPHYSIOTOMY,Genitourinary,0,,,,
1554,'5586','2',RENAL ANASTOMOSIS,Genitourinary,0,,,,
1555,'5587','2',CORRECT URETEROPELV JUNC,Genitourinary,0,,,,
1556,'5589','2',RENAL REPAIR NEC,Genitourinary,0,,,,
1557,'5591','2',RENAL DECAPSULATION,Genitourinary,0,,,,
1558,'5592','1',PERCUTAN RENAL ASPIRAT,Genitourinary,0,,,,
1559,'5597','2',IMPLANT MECHANIC KIDNEY,Genitourinary,0,,,,
1560,'5598','2',REMOV MECHANICAL KIDNEY,Genitourinary,0,,,,
1561,'5599','2',RENAL OPERATION NEC,Genitourinary,0,,,,
1562,'560 ','2',TU REMOV URETER OBSTRUCT,Genitourinary,0,,,,
1563,'561 ','2',URETERAL MEATOTOMY,Genitourinary,0,,,,
1564,'562 ','2',URETEROTOMY,Genitourinary,0,,,,
1565,'5634','1',OPEN URETERAL BIOPSY (Begin 1987),Genitourinary,0,,,,
1566,'5639','1',URETERAL DX PROCEDUR NEC,Genitourinary,0,,,,
1567,'5640','2',URETERECTOMY NOS,Genitourinary,0,,,,
1568,'5641','2',PARTIAL URETERECTOMY,Genitourinary,0,,,,
1569,'5642','2',TOTAL URETERECTOMY,Genitourinary,0,,,,
1570,'5651','2',FORM CUTAN ILEOURETEROST,Genitourinary,0,,,,
1571,'5652','2',REVIS CUTAN ILEOURETEROS,Genitourinary,1,1,,,
1572,'5661','2',FORM CUTAN URETEROSTOMY,Genitourinary,0,,,,
1573,'5662','2',REVIS CUTAN URETEROS NEC,Genitourinary,1,1,,,
1574,'5671','2',URIN DIVERSION TO BOWEL,Genitourinary,0,,,,
1575,'5672','2',REVIS URETEROENTEROSTOMY,Genitourinary,1,1,,,
1576,'5673','2',NEPHROCYSTANASTOMOSI NOS,Genitourinary,0,,,,
1577,'5674','2',URETERONEOCYSTOSTOMY,Genitourinary,0,,,,
1578,'5675','2',TRANSURETEROURETEROSTOMY,Genitourinary,0,,,,
1579,'5679','2',URETERAL ANASTOMOSIS NEC,Genitourinary,0,,,,
1580,'5681','2',INTRALUM URETE ADHESIOLY,Genitourinary,0,,,,
1581,'5682','2',SUTURE URETERAL LACERAT,Genitourinary,0,,,,
1582,'5683','2',URETEROSTOMY CLOSURE,Genitourinary,0,,,,
1583,'5684','2',CLOSE URETER FISTULA NEC,Genitourinary,0,,,,
1584,'5685','2',URETEROPEXY,Genitourinary,0,,,,
1585,'5686','2',REMOVE URETERAL LIGATURE,Genitourinary,0,,,,
1586,'5689','2',REPAIR OF URETER NEC,Genitourinary,0,,,,
1587,'5691','1',DILATION OF URETERAL MEATUS,Genitourinary,0,,,,
1588,'5692','2',IMPLANT URETERAL STIMUL,Genitourinary,0,,,,
1589,'5693','2',REPLACE URETERAL STIMUL,Genitourinary,0,,,,
1590,'5694','2',REMOVE URETERAL STIMULAT,Genitourinary,0,,,,
1591,'5695','2',LIGATION OF URETER,Genitourinary,0,,,,
1592,'5699','2',URETERAL OPERATION NEC,Genitourinary,0,,,,
1593,'5711','1',PERCUTAN BLADDER ASPIRAT,Genitourinary,0,,,,
1594,'5712','2',CYSTOTOMY & ADHESIOLYSIS,Genitourinary,0,,,,
1595,'5717','1',PERCUTANEOUS CYSTOSTOMY,Genitourinary,0,,,,
1596,'5718','2',OTHER SUPRAPU CYSTOSTOMY (Begin 1989),Genitourinary,0,,,,
1597,'5719','2',CYSTOTOMY NEC,Genitourinary,0,,,,
1598,'5722','2',REVISE CYSTOSTOMY(Begin 1989),Genitourinary,1,1,,,
1599,'5733','1',CLOS TRANSURETH BLADD BX,Genitourinary,0,,,,
1600,'5734','1',OPEN BLADDER BIOPSY,Genitourinary,0,,,,
1601,'5739','1',BLADDER DIAGNOS PROC NEC,Genitourinary,0,,,,
1602,'5741','2',TU ADHESIOLYSIS BLADDER,Genitourinary,0,,,,
1603,'5749','2',TU DESTRUC BLADD LES NEC,Genitourinary,0,,,,
1604,'5751','2',EXCISION OF URACHUS,Genitourinary,0,,,,
1605,'5759','2',BLADDER LES DESTRUCT NEC,Genitourinary,0,,,,
1606,'576 ','2',PARTIAL CYSTECTOMY,Genitourinary,0,,,,
1607,'5771','2',RADICAL CYSTECTOMY,Genitourinary,0,,,,
1608,'5779','2',TOTAL CYSTECTOMY NEC,Genitourinary,0,,,,
1609,'5781','2',SUTURE BLADDER LACERAT,Genitourinary,0,,,,
1610,'5782','2',CYSTOSTOMY CLOSURE,Genitourinary,0,,,,
1611,'5783','2',ENTEROVESICO FIST REPAIR,Genitourinary,0,,,,
1612,'5784','2',VESIC FISTULA REPAIR NEC,Genitourinary,0,,,,
1613,'5785','2',CYSTOURETHROPLASTY,Genitourinary,0,,,,
1614,'5786','2',BLADDER EXSTROPHY REPAIR,Genitourinary,0,,,,
1615,'5787','2',BLADDER RECONSTRUCTION,Genitourinary,0,,,,
1616,'5788','2',BLADDER ANASTOMOSIS NEC,Genitourinary,0,,,,
1617,'5789','2',BLADDER REPAIR NEC,Genitourinary,0,,,,
1618,'5791','2',BLADDER SPHINCTEROTOMY,Genitourinary,0,,,,
1619,'5792','1',BLADDER NECK DILATION,Genitourinary,0,,,,
1620,'5793','2',CONTROL BLADD HEMORRHAGE,Genitourinary,0,,,,
1621,'5796','2',IMPLANT BLADDER STIMULAT,Genitourinary,0,,,,
1622,'5797','2',REPLACE BLADDER STIMULAT,Genitourinary,0,,,,
1623,'5798','2',REMOVE BLADDER STIMULAT,Genitourinary,0,,,,
1624,'5799','2',BLADDER OPERATION NEC,Genitourinary,0,,,,
1625,'580 ','2',URETHROTOMY,Genitourinary,0,,,,
1626,'581 ','2',URETHRAL MEATOTOMY,Genitourinary,0,,,,
1627,'5831','1',ENDOSC DESTR URETHRA LES (Begin 1990),Genitourinary,0,,,,
1628,'5839','1',OTHER LOCAL EXCISION OR DESTRUCTION OF LESION OR TISSUE OF URETHRA,Genitourinary,0,,,,
1629,'5841','2',SUTURE URETHRAL LACERAT,Genitourinary,0,,,,
1630,'5842','2',URETHROSTOMY CLOSURE,Genitourinary,0,,,,
1631,'5843','2',CLOSE URETH FISTULA NEC,Genitourinary,0,,,,
1632,'5844','2',URETHRAL REANASTOMOSIS,Genitourinary,0,,,,
1633,'5845','2',HYPOEPISPADIUS REPAIR,Genitourinary,0,,,,
1634,'5846','2',URETH RECONSTRUCTION NEC,Genitourinary,0,,,,
1635,'5847','2',URETHRAL MEATOPLASTY,Genitourinary,0,,,,
1636,'5849','2',URETHRAL REPAIR NEC,Genitourinary,0,,,,
1637,'585 ','2',URETH STRICTURE RELEASE,Genitourinary,0,,,,
1638,'5891','2',PERIURETHRAL INCISION,Genitourinary,0,,,,
1639,'5892','2',PERIURETHRAL EXCISION,Genitourinary,0,,,,
1640,'5893','2',IMPLT ARTF URIN SPHINCT (Begin 1986),Genitourinary,0,,,,
1641,'5899','2',URETH/PERIURETH OP NEC,Genitourinary,0,,,,
1642,'5900','2',RETROPERIT DISSECT NOS,Genitourinary,0,,,,
1643,'5901','2',URETEROLYS FOR FIBROSIS,Genitourinary,0,,,,
1644,'5902','2',PERIREN ADHESIOLYS NEC,Genitourinary,0,,,,
1645,'5903','2',LAPAROSC LYSIS VESC ADH (Begin 1996),Genitourinary,0,,,,
1646,'5909','2',PERIREN/URETER INCIS NEC,Genitourinary,0,,,,
1647,'5911','2',PERIVESICAL ADHESIOLYSIS,Genitourinary,0,,,,
1648,'5912','2',OTH LYSUS VESICAL ADH (Begin 1996),Genitourinary,0,,,,
1649,'5919','2',PERIVESICAL INCISION NEC,Genitourinary,0,,,,
1650,'5921','1',PERIREN/URETERAL BIOPSY,Genitourinary,0,,,,
1651,'5929','1',PERIREN/URET DX PROC NEC,Genitourinary,0,,,,
1652,'593 ','2',URETHROVES JUNCT PLICAT,Genitourinary,0,,,,
1653,'594 ','2',SUPRAPUBIC SLING OP,Genitourinary,0,,,,
1654,'595 ','2',RETROPUBIC URETH SUSPENS,Genitourinary,0,,,,
1655,'596 ','2',PARAURETHRAL SUSPENSION,Genitourinary,0,,,,
1656,'5971','2',LEVATOR MUSC SUSPENSION,Genitourinary,0,,,,
1657,'5979','2',URIN INCONTIN REPAIR NEC,Genitourinary,0,,,,
1658,'598 ','1',URETERAL CATHETERIZATION,Genitourinary,0,,,,
1659,'5991','2',PERIREN/VESICLE EXCISION,Genitourinary,0,,,,
1660,'5992','2',PERIREN/VESICLE OP NEC,Genitourinary,0,,,,
1661,'600 ','2',INCISION OF PROSTATE,Genitourinary,0,,,,
1662,'6012','1',OPEN PROSTATIC BX,Genitourinary,0,,,,
1663,'6014','1',OPEN SEMINAL VES BX,Genitourinary,0,,,,
1664,'6015','1',PERIPROSTATIC BIOPSY,Genitourinary,0,,,,
1665,'6018','1',PROSTATIC DX PROCED NEC,Genitourinary,0,,,,
1666,'6019','1',SEMIN VES DX PROCED NEC,Genitourinary,0,,,,
1667,'6021','2',TRANSUR ULTRAS LASER PROST (Begin 1995),Genitourinary,0,,,,
1668,'6029','2',OTHER TURP (Begin 1995),Genitourinary,0,,,,
1669,'603 ','2',SUPRAPUBIC PROSTATECTOMY,Genitourinary,0,,,,
1670,'604 ','2',RETROPUBIC PROSTATECTOMY,Genitourinary,0,,,,
1671,'605 ','2',RADICAL PROSTATECTOMY,Genitourinary,0,,,,
1672,'6061','2',LOS EXCIS PROSTATIC LES,Genitourinary,0,,,,
1673,'6062','2',PERINEAL PROSTATECTOMY,Genitourinary,0,,,,
1674,'6069','2',PROSTATECTOMY NEC,Genitourinary,0,,,,
1675,'6071','1',PERCUT SEMIN VES ASPIRAT,Genitourinary,0,,,,
1676,'6072','2',SEMINAL VESICLE INCISION,Genitourinary,0,,,,
1677,'6073','2',SEMINAL VESICLE EXCISION,Genitourinary,0,,,,
1678,'6079','2',SEMINAL VESICLE OP NEC,Genitourinary,0,,,,
1679,'6081','2',PERIPROSTATIC INCISION,Genitourinary,0,,,,
1680,'6082','2',PERIPROSTATIC EXCISION,Genitourinary,0,,,,
1681,'6091','1',PERCUT PROSTATIC ASPIRAT,Genitourinary,0,,,,
1682,'6093','2',REPAIR OF PROSTATE,Genitourinary,0,,,,
1683,'6094','2',CONTROL POSTOP PROST HEM,Genitourinary,1,,1,,
1684,'6095','2',TRANS BAL DIL PROS URETH (Begin 1991),Genitourinary,0,,,,
1685,'6096','2',TRANSUR MICROWAVE THERMO PRO (Begin 2000),Genitourinary,0,,,,
1686,'6097','2',TRANSUR OTHER THERMO PROSTAT (Begin 2000),Genitourinary,0,,,,
1687,'6099','2',PROSTATIC OPERATION NEC,Genitourinary,0,,,,
1688,'610 ','1',SCROTUM & TUNICA I & D,Genitourinary,0,,,,
1689,'612 ','2',EXCISION OF HYDROCELE,Genitourinary,0,,,,
1690,'613 ','1',SCROTAL LES DESTRUCTION,Genitourinary,0,,,,
1691,'6141','1',SUTURE SCROTAL LACERAT,Genitourinary,0,,,,
1692,'6142','2',SCROTAL FISTULA REPAIR,Genitourinary,0,,,,
1693,'6149','2',SCROTUM/TUNIC REPAIR NEC,Genitourinary,0,,,,
1694,'6192','2',EXCISION TUNICA LES NEC,Genitourinary,0,,,,
1695,'6199','2',SCROTUM & TUNICA OP NEC,Genitourinary,0,,,,
1696,'620 ','2',INCISION OF TESTES,Genitourinary,0,,,,
1697,'6212','1',OPEN TESTICULAR BIOPSY,Genitourinary,0,,,,
1698,'6219','1',TESTES DX PROCEDURE NEC,Genitourinary,0,,,,
1699,'622 ','2',TESTICULAR LES DESTRUCT,Genitourinary,0,,,,
1700,'623 ','2',UNILATERAL ORCHIECTOMY,Genitourinary,0,,,,
1701,'6241','2',REMOVE BOTH TESTES,Genitourinary,0,,,,
1702,'6242','2',REMOVE SOLITARY TESTIS,Genitourinary,0,,,,
1703,'625 ','2',ORCHIOPEXY,Genitourinary,0,,,,
1704,'6261','2',SUTURE TESTICULAR LACER,Genitourinary,0,,,,
1705,'6269','2',TESTICULAR REPAIR NEC,Genitourinary,0,,,,
1706,'627 ','2',INSERT TESTICULAR PROSTH,Genitourinary,0,,,,
1707,'6291','1',ASPIRATION OF TESTIS,Genitourinary,0,,,,
1708,'6299','2',TESTICULAR OPERATION NEC,Genitourinary,0,,,,
1709,'6309','1',SPERMAT CORD/VAS DX NEC,Genitourinary,0,,,,
1710,'631 ','2',EXC SPERMATIC VARICOCELE,Genitourinary,0,,,,
1711,'632 ','2',EXCISE EPIDIDYMIS CYST,Genitourinary,0,,,,
1712,'633 ','2',EXCISE CORD/EPID LES NEC,Genitourinary,0,,,,
1713,'634 ','2',EPIDIDYMECTOMY,Genitourinary,0,,,,
1714,'6351','2',SUTURE CORD & EPID LACER,Genitourinary,0,,,,
1715,'6353','2',TRANSPLANT SPERMAT CORD,Genitourinary,0,,,,
1716,'6359','2',CORD & EPIDID REPAIR NEC,Genitourinary,0,,,,
1717,'636 ','1',VASOTOMY,Genitourinary,0,,,,
1718,'6370','1',MALE STERILIZATION PROCEDURE NOT OTHERWISE SPECIFIED,Genitourinary,0,,,,
1719,'6371','1',LIGATION OF VAS DEFERENS,Genitourinary,0,,,,
1720,'6372','1',SPERMATIC CORD LIGATION,Genitourinary,0,,,,
1721,'6373','1',VASECTOMY,Genitourinary,0,,,,
1722,'6381','2',SUTURE VAS & EPIDID LAC,Genitourinary,0,,,,
1723,'6382','2',POSTOP VAS RECONSTRUCT,Genitourinary,1,,1,,
1724,'6383','2',EPIDIDYMOVASOSTOMY,Genitourinary,0,,,,
1725,'6385','2',REMOV VAS DEFERENS VALVE,Genitourinary,0,,,,
1726,'6389','2',VAS & EPIDIDY REPAIR NEC,Genitourinary,0,,,,
1727,'6391','1',ASPIRATION OF SPERMATOCELE,Genitourinary,0,,,,
1728,'6392','2',EPIDIDYMOTOMY,Genitourinary,0,,,,
1729,'6393','2',SPERMATIC CORD INCISION,Genitourinary,0,,,,
1730,'6394','2',SPERM CORD ADHESIOLYSIS,Genitourinary,0,,,,
1731,'6395','2',INSERT VALVE IN VAS DEF,Genitourinary,0,,,,
1732,'6399','2',CORD/EPID/VAS OPS NEC,Genitourinary,0,,,,
1733,'640 ','2',CIRCUMCISION,Genitourinary,0,,,,
